STATE,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN
INDIANA,USC00123777,"HARTFORD CITY 4 ESE, IN US",40.4355,-85.2891,281.6,2016,,34.57,20.1,,,
INDIANA,USC00123418,"GOSHEN 3 SW, IN US",41.5575,-85.8825,266.7,2016,,38.98,56.7,52.1,61.6,42.6
INDIANA,US1INSJ0058,"SOUTH BEND 4.5 SE, IN US",41.622462,-86.216338,266.1,2016,,49.38,,,,
INDIANA,USC00129430,"WEST LAFAYETTE 6 NW, IN US",40.475,-86.9919,215.8,2016,,36.49,19.3,52.6,62.3,43
INDIANA,USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",40.9705,-85.2063,241.1,2016,9.2,37.41,27.3,52.9,62.5,43.2
INDIANA,USC00126160,"NEW CARLISLE, IN US",41.7064,-86.5032,231.6,2016,,44.72,67.1,,,
INDIANA,USC00127370,"RICHMOND WATER WORKS, IN US",39.8544,-84.8779,306.3,2016,,42.72,,,,
INDIANA,USW00014829,"GOSHEN MUNICIPAL AIRPORT, IN US",41.5333,-85.7833,253,2016,8.9,30.87,,51.9,61.6,42.2
INDIANA,US1INEL0007,"MILLERSBURG 0.5 SW, IN US",41.520929,-85.700842,271,2016,,37.06,,,,
INDIANA,US1INEL0008,"WAKARUSA 2.4 NNE, IN US",41.56551,-85.9933,256,2016,,40.43,,,,
INDIANA,USC00126164,"NEW CASTLE 3 SW, IN US",39.8942,-85.3953,302.1,2016,,40.83,15,52.4,62.9,41.8
INDIANA,USC00129670,"WINAMAC 2 SSE, IN US",41.0267,-86.5866,210.3,2016,,42.34,18.1,52.1,62.1,42.1
INDIANA,USC00126830,"PERRYSVILLE 4 WNW, IN US",40.0738,-87.5066,186.2,2016,,43.28,12.8,54.9,64.8,45.1
INDIANA,US1INLP0028,"LA PORTE 1.3 ENE, IN US",41.611438,-86.690707,241.4,2016,,44.79,,,,
INDIANA,USC00127125,"PRINCETON 1 W, IN US",38.3566,-87.5905,146.3,2016,,41.32,,56.9,67.6,46.2
INDIANA,US1INDB0001,"HUNTINGBURG 0.4 SSW, IN US",38.29294,-86.9611,153.3,2016,,47.71,,,,
INDIANA,USC00122594,"ELKHART, IN US",41.6778,-86.0022,228.6,2016,,44.39,38,,,
INDIANA,USC00120177,"ANDERSON SEWAGE PLANT, IN US",40.1117,-85.7163,256.3,2016,,44.11,8.2,54.3,63.4,45.3
INDIANA,USC00128698,"TELL CITY, IN US",37.953,-86.7747,118.9,2016,,51.22,,57.2,66.6,47.8
INDIANA,USW00014835,"LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US",40.41222,-86.93694,182.6,2016,7.2,35.89,,53.2,62.9,43.4
INDIANA,US1INHM0029,"SHERIDAN 3.9 S, IN US",40.079125,-86.2321,288,2016,,41.73,,,,
INDIANA,USC00123207,"GARRETT 1 S, IN US",41.3366,-85.1198,265.2,2016,,35.76,33.9,51.5,61.4,41.6
INDIANA,USC00120852,"BOONVILLE 1 S, IN US",38.0302,-87.2736,121.9,2016,,45.91,12.3,58.9,69.4,48.4
INDIANA,USC00121940,"CROWN POINT 1 N, IN US",41.4388,-87.3545,212.1,2016,,40.39,,,,
INDIANA,USW00094895,"MUNCIE DELAWARE CO AIRPORT, IN US",40.23417,-85.39361,285.6,2016,8.3,40.04,,55.3,64.6,46
INDIANA,USC00124657,"KNOX WWTP, IN US",41.3053,-86.6285,210.3,2016,,48.89,27,51.4,61.2,41.6
INDIANA,USC00124778,"LAKE VILLAGE 7 SE, IN US",41.08586,-87.38331,205.7,2016,,43.7,,,,
INDIANA,USC00123206,"GARRETT, IN US",41.3415,-85.1292,268.2,2016,,34.06,26.3,51.4,61.3,41.5
INDIANA,US1INMR0013,"SPEEDWAY 6.2 SSW, IN US",39.706689,-86.28095,242.9,2016,,49.98,,,,
INDIANA,USC00127482,"ROCHESTER, IN US",41.0665,-86.2096,231.6,2016,,37.51,33,,,
INDIANA,USC00128212,"SOUTH BEND WWTP, IN US",41.7202,-86.2691,204.2,2016,,47.56,,,,
INDIANA,US1INPK0001,"PETERSBURG 1.4 ENE, IN US",38.501498,-87.259615,171,2016,,44.67,,,,
INDIANA,US1INWL0014,"OSSIAN 2.4 W, IN US",40.87371044,-85.21482512,257.3,2016,,37.94,,,,
INDIANA,US1INWL0011,"BLUFFTON 0.9 SE, IN US",40.73015,-85.1606833,252.4,2016,,36.32,,,,
INDIANA,US1INWS0013,"SALEM 0.5 NE, IN US",38.611846,-86.094484,239.9,2016,,49.59,,,,
INDIANA,USC00121256,"CANNELTON, IN US",37.8994,-86.7072,122.5,2016,,44.4,,58.9,68,49.8
INDIANA,USC00126705,"PAOLI, IN US",38.5555,-86.4858,170.7,2016,,44.26,,,66.9,
INDIANA,US1INMG0014,"GOSPORT 4.2 E, IN US",39.350765,-86.587055,220.1,2016,,44.6,,,,
INDIANA,US1INMG0018,"MOORESVILLE 3.8 NE, IN US",39.621239,-86.345954,228,2016,,47.52,,,,
INDIANA,US1INSJ0046,"GRANGER 1.8 ENE, IN US",41.74622,-86.10721,243.8,2016,,50.65,,,,
INDIANA,USC00121814,"CORYDON, IN US",38.218,-86.1183,217.9,2016,,50.53,,,,
INDIANA,US1INMM0008,"MACY 2.7 SSE, IN US",40.92002,-86.1159,254.5,2016,,38.98,,,,
INDIANA,US1INPT0012,"VALPARAISO 4.3 SW, IN US",41.434538,-87.112379,235.9,2016,,41.53,,,,
INDIANA,US1INBN0053,"ZIONSVILLE 4.3 NNW, IN US",40.013647,-86.290054,267.9,2016,,40.76,,,,
INDIANA,USW00004846,"VALPARAISO PORTER CO MUNICIPAL AIRPORT, IN US",41.4525,-87.00583,234.7,2016,8.3,32,,52.3,62,42.7
INDIANA,USC00126580,"OOLITIC PURDUE EX FRM, IN US",38.88782,-86.552,198.7,2016,,50.96,11.5,55,65.8,44.2
INDIANA,USW00063898,"BEDFORD 5 WNW, IN US",38.8882,-86.5707,231.6,2016,,52.7,,55.9,64.9,46.9
INDIANA,USC00129724,"WOODBURN 3 N, IN US",41.1645,-84.8482,216.4,2016,,,20.2,,,
INDIANA,USC00129605,"WILLIAMS 3 SW, IN US",38.7669,-86.6846,166.7,2016,,57.87,10,,,
INDIANA,US1INJS0007,"RENSSELAER 1.9 SSW, IN US",40.908451,-87.158639,209.1,2016,,46.8,,,,
INDIANA,USC00123501,"GRAYSVILLE 5 WNW, IN US",39.1312,-87.6402,136.2,2016,,44.97,4.1,,,
INDIANA,USC00124832,"LAPEL 4 S, IN US",40.0113,-85.8436,262.1,2016,,43.05,11.4,,,
INDIANA,USC00124715,"LAFAYETTE 8 S, IN US",40.2963,-86.9027,223.1,2016,,39.07,15,53.5,62.9,44.1
INDIANA,USC00125923,"MORRISTOWN 2 SE, IN US",39.6484,-85.678,269.7,2016,,44.41,13.9,,,
INDIANA,USC00121326,"CASTLETON 2 S, IN US",39.8801,-86.0514,251.2,2016,,57.05,18.9,54.7,64.4,45
INDIANA,USC00124837,"LAPORTE, IN US",41.6116,-86.7297,246.6,2016,,45.85,79.3,52,60.5,43.5
INDIANA,USW00053866,"SHELBYVILLE MUNICIPAL AIRPORT, IN US",39.57806,-85.80333,245.1,2016,8.3,43.56,,56.3,66,46.6
INDIANA,US1INFL0003,"ROCHESTER 2.4 NW, IN US",41.085157,-86.229331,232.9,2016,,36.66,21.4,,,
INDIANA,US1INDK0005,"AUBURN 0.8 NE, IN US",41.370451,-85.045718,267,2016,,35.1,,,,
INDIANA,USW00003868,"TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US",39.45194,-87.30889,175.3,2016,7.2,38.26,,55.6,65.6,45.7
INDIANA,US1INEL0059,"GOSHEN 1.2 SW, IN US",41.568981,-85.853562,246.3,2016,,37.02,,,,
INDIANA,USC00122096,"DECATUR 1 N, IN US",40.8483,-84.9299,239.3,2016,,35.4,15.6,52.6,62.4,42.7
INDIANA,US1INJF0001,"HANOVER 1.4 S, IN US",38.695977,-85.472744,232,2016,,46.44,,,,
INDIANA,USC00125117,"LOGANSPORT CICOTT ST., IN US",40.7477,-86.3877,182.9,2016,,35.43,17.6,53.3,63.2,43.4
INDIANA,US1INOR0013,"PAOLI 1.6 SSE, IN US",38.535466,-86.461869,246.9,2016,,57.85,,,,
INDIANA,USC00125237,"MADISON SEWAGE PLANT, IN US",38.7369,-85.3941,140.2,2016,,44.63,,,,
INDIANA,US1INMR0063,"INDIANAPOLIS 6.5 SW, IN US",39.716907,-86.241733,216.1,2016,,51.39,,,,
INDIANA,US1INHN0011,"MCCORDSVILLE 2.6 NE, IN US",39.937,-85.9,259.1,2016,,47.81,,,,
INDIANA,US1INPT0018,"HEBRON 3.7 NE, IN US",41.367069,-87.162253,223.1,2016,,43.78,,,,
INDIANA,USC00123091,"FRANKLIN WWTP, IN US",39.4684,-86.04121,219.5,2016,,48.63,10.1,,,
INDIANA,USC00124181,"HUNTINGTON, IN US",40.8555,-85.498,221,2016,,,,,,
INDIANA,US1INEL0048,"GOSHEN 1.4 SSE, IN US",41.5586,-85.8287,246,2016,,37.1,,,,
INDIANA,USC00128784,"TIPTON 5 SW, IN US",40.2233,-86.1086,271.3,2016,,42.72,,53.2,64.2,42.2
INDIANA,USC00126001,"MOUNT VERNON, IN US",37.9286,-87.8955,108.8,2016,,39.41,,,,
INDIANA,US1INMD0025,"ANDERSON 2.0 S, IN US",40.06382,-85.69164,271,2016,,45.46,,,,
INDIANA,USC00125394,"MARSHALL, IN US",39.8438,-87.1875,215.8,2016,,44.85,14.6,,,
INDIANA,USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",39.13333,-86.61667,257.3,2016,6.3,50.33,,55.8,65.9,45.7
INDIANA,USC00120014,"AVILLA 3 SW, IN US",41.3526,-85.2962,301.8,2016,,35.26,26.1,,,
INDIANA,USC00123527,"GREENFIELD, IN US",39.7858,-85.7611,264.9,2016,,44.16,12.5,53.7,63.5,43.9
INDIANA,US1INWB0007,"URBANA 0.3 ENE, IN US",40.898988,-85.787168,242.6,2016,,39.83,,,,
INDIANA,US1INHR0005,"MILLTOWN 5.7 SSE, IN US",38.262595,-86.253962,193.9,2016,,53.71,,,,
INDIANA,US1INWK0005,"BOONVILLE 2.4 N, IN US",38.080463,-87.275781,143,2016,,45.55,,,,
INDIANA,US1INHN0026,"GREENFIELD 1.5 S, IN US",39.771333,-85.773863,272.2,2016,,39.3,,,,
INDIANA,US1INEL0036,"ELKHART 4.8 SW, IN US",41.642487,-86.04149,226.2,2016,,39.18,,,,
INDIANA,USC00123082,"FRANKFORT DISPOSAL, IN US",40.2986,-86.5066,251.2,2016,,41.96,18.7,53.7,63.2,44.3
INDIANA,US1INEL0039,"GOSHEN 3.0 WSW, IN US",41.557751,-85.883424,270.1,2016,,39.09,,,,
INDIANA,US1INOW0002,"SPENCER 4.4 E, IN US",39.29467,-86.68782,228.9,2016,,56.39,,,,
INDIANA,USC00123078,"FRANCESVILLE, IN US",40.9843,-86.8871,207.3,2016,,46.17,27.4,51.9,61.4,42.4
INDIANA,US1INOW0009,"SPENCER 7.0 S, IN US",39.185767,-86.778233,235.9,2016,,62.18,,,,
INDIANA,USR0000ITPL,"TIPSAW LAKE INDIANA, IN US",38.125,-86.625,218.8,2016,,,,58.4,69.5,47.2
INDIANA,US1INOW0006,"GOSPORT 4.0 WSW, IN US",39.32,-86.73,177.1,2016,,50.99,,,,
INDIANA,US1INRP0004,"OSGOOD 4.1 NE, IN US",39.16916,-85.23612,290.2,2016,,57.26,,,,
INDIANA,US1INHR0012,"ELIZABETH 1.4 N, IN US",38.14622402,-85.97657029,246,2016,,48.13,,,,
INDIANA,US1INWB0018,"WABASH 0.3 NNW, IN US",40.803177,-85.828072,232,2016,,41.44,,,,
INDIANA,US1INWK0012,"BOONVILLE 1.4 N WBNL RADIO, IN US",38.064934,-87.273925,142,2016,,46.6,,,,
INDIANA,US1INHR0017,"NEW SALISBURY 1.2 WNW, IN US",38.318231,-86.117004,220.7,2016,,54.54,,,,
INDIANA,USC00120922,"BRAZIL, IN US",39.5108,-87.1241,207,2016,,,,,,
INDIANA,USC00122309,"DUBOIS S IN FORAGE FARM, IN US",38.4558,-86.6983,210.3,2016,,45.64,,56,68.4,43.5
INDIANA,US1INBL0009,"HARTFORD CITY 0.2 NNW WB9HLA, IN US",40.45552,-85.374312,280.7,2016,,40.67,,,,
INDIANA,US1INBW0014,"WD9HTN COLUMBUS 2.2 NE, IN US",39.22946,-85.87926,246,2016,,52.78,,,,
INDIANA,USC00123021,"FORT WAYNE, IN US",41.2017,-85.1569,257.6,2016,,,,,,
INDIANA,USC00127069,"PORTLAND 1 SW, IN US",40.4174,-84.9925,277.4,2016,,40.18,,52.4,62.8,42
INDIANA,US1INML0006,"PLYMOUTH 2.5 WSW, IN US",41.329704,-86.356804,248.1,2016,,39.38,50.4,,,
INDIANA,USC00120550,"BEDFORD 4 SW, IN US",38.8396,-86.5216,177.1,2016,,49.5,9,,,
INDIANA,USC00124356,"JAMESTOWN 2 E, IN US",39.9237,-86.5984,293.2,2016,,40.78,13.7,53.1,63,43.2
INDIANA,US1INJS0049,"DE MOTTE 4.1 SW, IN US",41.166826,-87.264025,207.3,2016,,41.48,,,,
INDIANA,US1INWK0020,"NEWBURGH 2.6 N, IN US",37.9844323,-87.3967023,125,2016,,45.73,12.4,,,
INDIANA,USC00120676,"BERNE WWTP, IN US",40.6683,-84.93,255.7,2016,,37.37,12.7,52.3,61.9,42.7
INDIANA,US1INGB0009,"FRANCISCO 0.1 SE, IN US",38.332965,-87.447337,139.3,2016,,44.67,,,,
INDIANA,US1INWY0017,"COLUMBIA CITY 4.6 S, IN US",41.093142,-85.469382,256.6,2016,,39.85,,,,
INDIANA,USC00129243,"WARSAW 5 SW, IN US",41.1719,-85.9192,259.1,2016,,36.84,29,,,
INDIANA,US1INHS0021,"AVON 1.6 NNW, IN US",39.7848801,-86.39394,256.3,2016,,49.89,,,,
INDIANA,USC00128036,"SHOALS 8 S, IN US",38.5529,-86.7944,145.4,2016,,50.87,11.1,55.9,67.4,44.4
INDIANA,US1INDL0012,"YORKTOWN 1.1 NNW, IN US",40.186499,-85.489698,282.9,2016,,41.32,,,,
INDIANA,USC00129240,"WARSAW, IN US",41.2634,-85.8677,248.4,2016,,34.82,,,,
INDIANA,USC00126401,"NORTH JUDSON 3 S, IN US",41.1734,-86.7571,213.4,2016,,55.97,34.2,,,
INDIANA,USC00126400,"NORTHERN INDIANA WEATHER FORECAST OFFICE, IN US",41.3588,-85.6997,289.9,2016,,38,50.4,51.9,61.1,42.8
INDIANA,USW00093817,"EVANSVILLE REGIONAL AIRPORT, IN US",38.0441,-87.5205,121.9,2016,6.3,49.59,14.3,59,69.1,48.9
INDIANA,US1INLK0047,"WINFIELD 1.2 NE, IN US",41.42086,-87.263917,216.7,2016,,44.07,,,,
INDIANA,USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",39.72517,-86.28168,241.1,2016,9.4,45.97,16.3,55.7,64.8,46.7
INDIANA,US1INGB0013,"PRINCETON 1.0 NW, IN US",38.367864,-87.580436,143.9,2016,,37.59,,,,
INDIANA,USC00121873,"CRAWFORDSVILLE 6 SE, IN US",40.0028,-86.8011,254.8,2016,,,,,,
INDIANA,USC00120784,"BLOOMINGTON INDIANA UNIVERSITY, IN US",39.1742,-86.5214,253,2016,,55.57,12.9,55.2,64.9,45.5
INDIANA,USC00124902,"LEAVENWORTH 2 NW, IN US",38.215,-86.3661,215.8,2016,,45.69,13,,,
INDIANA,US1INLK0046,"ST. JOHN 0.2 WSW, IN US",41.446265,-87.480174,213.4,2016,,42.66,40.1,,,
INDIANA,USC00122605,"ELLISTON, IN US",39.0313,-86.9371,203.9,2016,,50.3,7.1,,,
INDIANA,US1INTP0009,"OTTERBEIN 2.3 SE, IN US",40.4672,-87.0611,210.9,2016,,38.38,,,,
INDIANA,US1INJS0031,"DE MOTTE 5.9 S, IN US",41.114942,-87.199703,207,2016,,38.37,,,,
INDIANA,USC00124260,"INDIANAPOLIS NWFO, IN US",39.7067,-86.2807,240.8,2016,,49.49,15.4,55.5,65,46.1
INDIANA,USC00127522,"ROCKVILLE, IN US",39.7594,-87.2269,210,2016,,45.26,9,56.1,66.4,45.9
INDIANA,US1INLK0015,"DYER 1.0 WNW, IN US",41.506694,-87.524821,192,2016,,38.68,,,,
INDIANA,USC00127646,"RUSHVILLE, IN US",39.6042,-85.4532,289,2016,,48.1,15,,,
INDIANA,USC00126435,"NORTH VERNON 2 ESE, IN US",39.0017,-85.5997,226.5,2016,,49.16,13.2,56.6,66.9,46.2
INDIANA,USC00121303,"CARMEL 3 E, IN US",39.9617,-86.0585,229.2,2016,,48.55,9.9,53.4,63.3,43.5
INDIANA,US1INFD0023,"FLOYDS KNOBS 1.7 NW, IN US",38.343234,-85.895055,276.1,2016,,52.86,,,,
INDIANA,US1INHN0003,"NEW PALESTINE 1.4 S, IN US",39.70061,-85.895044,246,2016,,42.35,,,,
INDIANA,USR0000IBIO,"BIG OAKS INDIANA, IN US",38.9253,-85.3625,274.3,2016,,,,55.8,66.1,45.4
INDIANA,US1INMT0003,"SHOALS 4.0 E, IN US",38.6607,-86.7185,227.1,2016,,47.18,,,,
INDIANA,USW00053842,"INDIANAPOLIS EAGLE CREEK AIRPORT, IN US",39.825,-86.29583,250.9,2016,6.7,43.4,,55.7,64.7,46.8
INDIANA,US1INHS0008,"PLAINFIELD 1.1 W, IN US",39.701264,-86.40785,221,2016,,46.33,,,,
INDIANA,US1INMT0001,"LOOGOOTEE 0.3 ESE, IN US",38.674123,-86.908586,180.1,2016,,43.88,,,,
INDIANA,US1INPY0006,"LEOPOLD 1.7 ESE, IN US",38.091727,-86.555621,231.3,2016,,51.5,,,,
INDIANA,USC00128290,"SPENCER, IN US",39.28385,-86.77048,167.3,2016,,56.02,11,,66,
INDIANA,US1INPT0003,"VALPARAISO 2.0 WSW, IN US",41.46741,-87.08746,220.1,2016,,38.84,,,,
INDIANA,US1INPY0001,"BIRDSEYE 8.2 S, IN US",38.195833,-86.715739,137.5,2016,,49.37,,,,
INDIANA,US1INKS0003,"WARSAW 1.1 NNW, IN US",41.253918,-85.856568,249,2016,,36.8,,,,
INDIANA,US1INHS0004,"BROWNSBURG 4.6 S, IN US",39.774864,-86.402174,259.1,2016,,47.96,,,,
INDIANA,US1INCK0023,"JEFFERSONVILLE 0.4 SE, IN US",38.297265,-85.71975,142,2016,,49.48,,,,
INDIANA,US1INJS0037,"DE MOTTE 0.8 NNW, IN US",41.210435,-87.205425,198.1,2016,,40.72,,,,
INDIANA,USC00124244,"INDIANA DUNES NATIONAL LAKESHORE, IN US",41.63178,-87.08803,207.3,2016,,41.95,,52.4,60.3,44.5
INDIANA,USC00126420,"NORTH MANCHESTER WWTP, IN US",40.9936,-85.7749,231.6,2016,,39.11,24.8,51.8,61.9,41.6
INDIANA,USC00125337,"MARION 2 N, IN US",40.58,-85.6586,240.8,2016,,37.54,14,,,
INDIANA,US1INCK0018,"JEFFERSONVILLE 0.8 NW, IN US",38.309792,-85.73601,147.8,2016,,47.89,,,,
INDIANA,USC00127999,"SHELBYVILLE SEWAGE PLANT, IN US",39.5282,-85.7914,229.2,2016,,47.78,11.5,54,63.8,44.1
INDIANA,USC00129138,"WABASH, IN US",40.7917,-85.8258,202.7,2016,,40.07,8.8,53.4,63.6,43.3
INDIANA,USC00120200,"ANGOLA, IN US",41.6639,-85.0183,310.9,2016,,36.91,43.4,50.6,60.2,41
INDIANA,USC00122620,"ELNORA, IN US",38.8701,-87.0917,146.3,2016,,49.81,13.7,57.7,68,47.3
INDIANA,US1INLK0024,"CROWN POINT 2.0 WSW, IN US",41.408917,-87.389939,230.1,2016,,42.65,,,,
INDIANA,USC00121417,"CHALMERS 5 W, IN US",40.6653,-86.955,219.5,2016,,38.92,22.1,51.7,61.6,41.8
INDIANA,US1INPT0117,"VALPARAISO 5.5 SSW, IN US",41.4078612,-87.1043981,225.2,2016,,37.92,,,,
INDIANA,US1INRN0009,"LYNN 0.3 WNW, IN US",40.049555,-84.947398,356.3,2016,,36.27,,,,
INDIANA,US1INHM0059,"FISHERS 2.5 NNE, IN US",39.988611,-86.012778,246.3,2016,,45.19,,,,
INDIANA,US1INRN0006,"KC9FXU WINCHESTER 2.2 WSW, IN US",40.1623,-85.0162,336.8,2016,,33.7,,,,
INDIANA,US1INTP0022,"LAFAYETTE 2.2 S, IN US",40.37985,-86.8665,196.9,2016,,41.09,,,,
INDIANA,USC00127398,"RIDGEVILLE 3 SSE, IN US",40.2552,-84.9958,315.5,2016,,34.05,18,,,
INDIANA,US1INDR0003,"AURORA 3.9 W, IN US",39.070379,-84.975815,212.4,2016,,40.6,,,,
INDIANA,US1INAL0039,"FORT WAYNE 7.0 NE, IN US",41.1338,-85.0307,241.1,2016,,34.87,,,,
INDIANA,US1INHY0016,"NEW CASTLE 3.2 W, IN US",39.917905,-85.424988,319.4,2016,,44.51,,,,
INDIANA,USC00127267,"REMINGTON 2 NNW, IN US",40.7942,-87.1719,210.3,2016,,42.44,,,,
INDIANA,USC00122931,"FLORA, IN US",40.5537,-86.522,208.8,2016,,36.92,15.6,,,
INDIANA,USC00125407,"MARTINSVILLE 2 SW, IN US",39.4039,-86.4531,180.4,2016,,43.65,15.3,53.6,64.1,43.1
INDIANA,USC00122814,"FARMERSBURG TV 2, IN US",39.2425,-87.3905,167,2016,,42.09,7.6,56.7,65.9,47.6
INDIANA,US1INDR0017,"MOORES HILL 5.1 E, IN US",39.099831,-84.995106,250.2,2016,,42.77,,,,
INDIANA,USR0000IHAR,"HARDIN RIDGE INDIANA, IN US",39,-86.4228,228.6,2016,,,,57.4,67.4,47.4
INDIANA,USC00124662,"KOKOMO 3 WSW, IN US",40.4582,-86.1758,250.5,2016,,37.68,29.1,52.3,62.5,42.2
INDIANA,USC00121030,"BROOKVILLE, IN US",39.42387,-85.01445,192,2016,,44.87,,,67,
INDIANA,USC00124782,"LAKEVILLE, IN US",41.5269,-86.2692,256.3,2016,,51.25,60.2,49.9,60.1,39.8
INDIANA,USC00124667,"KOKOMO 5 WSW, IN US",40.4614,-86.2122,248.1,2016,,36.38,9.3,,,
INDIANA,USC00129435,"W LAFAYETTE SEW PLANT, IN US",40.4169,-86.9058,161.8,2016,,38.82,13.1,,,
INDIANA,US1INHY0001,"LEWISVILLE 1.8 ENE, IN US",39.82065,-85.3244,335,2016,,38.88,,,,
INDIANA,USC00129557,"WHITESTOWN, IN US",39.9962,-86.3543,286.8,2016,,43.97,9.5,54.4,63.7,45.2
INDIANA,US1INCY0004,"JASONVILLE 4.0 ENE, IN US",39.17632,-87.144557,167.6,2016,,52.21,,,,
INDIANA,US1INDV0001,"WASHINGTON 1.5 NW, IN US",38.67543,-87.18996,145.1,2016,,52.33,10.5,,,
INDIANA,USC00129112,"VINCENNES 4 E, IN US",38.6786,-87.4632,161.5,2016,,48.96,10.4,,,
INDIANA,USC00129113,"VINCENNES 5 NE, IN US",38.7386,-87.4877,137.8,2016,,45.23,7.8,57.4,68.4,46.5
INDIANA,US1INJH0022,"GREENWOOD 4.6 SW, IN US",39.568196,-86.174935,235.9,2016,,42.85,,,,
INDIANA,USC00127298,"RENSSELAER, IN US",40.92386,-87.17539,192,2016,,46.31,,52.5,62.2,42.9
INDIANA,USC00121187,"BUTLER 1 SE, IN US",41.4083,-84.8536,259.1,2016,,33.39,,,,
INDIANA,US1INKS0041,"NORTH WEBSTER 2.3 N, IN US",41.358658,-85.700621,291.1,2016,,38.39,,,,
INDIANA,US1INNB0023,"COLUMBIA CITY 8.4 N, IN US",41.28003017,-85.47292948,280.4,2016,,38.44,,,,
INDIANA,USC00121747,"COLUMBUS, IN US",39.166,-85.9227,185.6,2016,,57.68,8.3,56,66.6,45.4
INDIANA,USC00129905,"YOUNG AMERICA, IN US",40.5615,-86.3424,235.6,2016,,37.66,22.4,,,
INDIANA,USC00121739,"COLUMBIA CITY, IN US",41.1452,-85.4898,254.2,2016,,37.99,22.3,50.6,60.3,40.9
INDIANA,USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224,2016,,42.37,34.1,51,61.2,40.9
INDIANA,US1INJH0012,"GREENWOOD 4.8 WSW, IN US",39.5858,-86.1947,211.5,2016,,43.02,,,,
INDIANA,US1INDV0017,"WASHINGTON 3.3 SE, IN US",38.620518,-87.135882,149,2016,,45.31,,,,
INDIANA,US1INHT0001,"HUNTINGTON 0.3 W, IN US",40.880196,-85.51118,241.1,2016,,39.78,,,,
INDIANA,USC00126864,"PERU, IN US",40.7646,-86.074,201.2,2016,,35.57,15.2,,,
INDIANA,USC00127959,"SHAKAMAK STATE PARK, IN US",39.1613,-87.2436,167.3,2016,,50.24,11.4,54.8,64.6,44.9
INDIANA,USC00126989,"PLYMOUTH, IN US",41.3392,-86.3358,248.4,2016,,41.77,56.9,51,61.1,40.9
INDIANA,US1INCL0014,"FRANKFORT 4.9 NNE, IN US",40.3503,-86.4867,272.5,2016,,39.06,,,,
INDIANA,USC00121615,"CLIFTY CREEK, IN US",38.7396,-85.4214,143.9,2016,,46.92,,,,
INDIANA,USC00122825,"FARMLAND 5 NNW, IN US",40.2538,-85.1484,294.1,2016,,43.19,13.3,53.3,63.5,43.1
